id,type,acct_balance
24511,703-004-5382,3335.7393
24512,703-004-5393,5600.8076
24513,703-004-5381,4876.265
24514,703-004-5398,9344.082
24515,703-004-5386,7925.2183
24516,207-008-2399,2204.2375
24517,207-008-2399,9437.236
24518,703-004-5396,743.5089
24519,703-004-5393,346.32504
2452,703-004-5381,3166.083
24520,703-004-5390,4310.348
24521,703-004-5385,8855.679
24522,703-004-5387,2445.1816
24523,703-004-5399,6159.2056
24524,703-004-5392,3599.4143
24525,207-008-2399,3412.63
24526,703-004-5391,1147.0741
24527,703-004-5394,3070.085
24528,703-004-5398,8000.9824
24529,703-004-5388,8282.793
2453,703-004-5388,1648.2639
24530,703-004-5385,9551.776
24531,703-004-5392,8077.4043
24532,703-004-5399,6888.6514
24533,703-004-5393,1061.579
24534,703-004-5386,790.31885
24535,703-004-5387,8131.526
24536,703-004-5390,8296.937
24537,703-004-5390,1621.412
24538,703-004-5397,5918.5767
24539,703-004-5386,6684.3726
2454,703-004-5395,3905.8506
24540,703-004-5394,689.98456
24541,703-004-5398,3303.4092
24542,703-004-5383,3359.676
24543,703-004-5380,5610.1846
24544,703-004-5399,241.09543
24545,207-008-2398,7432.3276
24546,703-004-5394,3774.3455
24547,703-004-5396,612.489
24548,703-004-5386,8607.219
24549,703-004-5398,4732.0645
2455,703-004-5394,9575.767
24550,703-004-5381,2581.5427
24551,703-004-5381,7698.7427
24552,703-004-5385,8784.524
24553,703-004-5380,6553.367
24554,703-004-5381,5456.451
24555,703-004-5396,8373.844
24556,703-004-5386,2056.117
24557,703-004-5382,8053.0615
24558,207-008-2398,8402.96
24559,703-004-5380,2072.277
2456,703-004-5388,5304.55
24560,703-004-5389,7599.1816
24561,207-008-2398,7632.709
24562,703-004-5381,2141.1992
24563,703-004-5395,4156.9526
24564,703-004-5391,4079.6555
24565,703-004-5386,5080.899
24566,703-004-5381,28.892756
24567,703-004-5388,5440.3745
24568,703-004-5398,3149.9248
24569,703-004-5397,7649.5234
2457,703-004-5382,8724.947
24570,703-004-5397,644.6552
24571,703-004-5393,5025.71
24572,703-004-5384,5524.063
24573,703-004-5396,6009.3145
24574,703-004-5389,4944.189
24575,703-004-5380,5600.063
24576,703-004-5388,8359.562
24577,703-004-5399,801.67773
24578,703-004-5388,3144.98
24579,703-004-5392,9059.055
2458,207-008-2398,1287.3429
24580,207-008-2398,4426.6055
24581,703-004-5394,3477.3594
24582,207-008-2399,2570.4695
24583,703-004-5399,76.02811
24584,703-004-5381,3736.4739
24585,703-004-5381,2716.459
24586,703-004-5384,6322.348
24587,703-004-5391,5377.72
24588,703-004-5393,9757.544
24589,207-008-2398,6914.5513
2459,703-004-5382,3576.7441
24590,703-004-5389,6029.3745
24591,703-004-5399,4434.452
24592,703-004-5390,4774.1885
24593,703-004-5382,766.22784
24594,703-004-5392,7440.7524
24595,703-004-5389,4609.2827
24596,703-004-5395,2157.9285
24597,703-004-5396,8882.95
24598,703-004-5380,7516.886
24599,703-004-5389,1464.6066
246,703-004-5399,6789.079
2460,703-004-5385,9191.796
24600,207-008-2399,3921.0974
24601,703-004-5384,7898.506
24602,703-004-5388,5640.3745
24603,703-004-5390,4897.9224
24604,703-004-5397,8088.3745
24605,703-004-5399,2998.5981
24606,703-004-5381,5817.6816
24607,703-004-5385,5530.949
24608,703-004-5389,7604.097
24609,207-008-2398,4221.472
2461,703-004-5380,2509.467
24610,703-004-5389,5553.7734
24611,703-004-5386,4936.038
24612,207-008-2399,1787.299
24613,703-004-5380,6851.335
24614,703-004-5392,8734.14
24615,703-004-5392,8437.729
24616,703-004-5380,2610.3586
24617,703-004-5386,4697.3525
24618,703-004-5382,6487.3423
24619,703-004-5388,8063.442
2462,703-004-5391,8243.435
24620,703-004-5395,5697.8228
24621,703-004-5380,4391.9766
24622,703-004-5395,7188.991
24623,703-004-5384,4774.2905
24624,703-004-5392,8946.381
24625,703-004-5385,6944.787
24626,703-004-5383,6922.7095
24627,703-004-5395,9540.911
24628,703-004-5389,5134.8984
24629,703-004-5397,9809.399
2463,703-004-5388,156.40259
24630,703-004-5396,4837.7383
24631,703-004-5383,8662.338
24632,703-004-5399,1788.2407
24633,703-004-5384,6847.84
24634,703-004-5391,4407.228
24635,703-004-5399,8513.603
24636,703-004-5392,4845.779
24637,703-004-5382,8358.607
24638,703-004-5396,3873.9353
24639,703-004-5382,6205.7217
2464,703-004-5383,3611.0598
24640,703-004-5387,8326.812
24641,703-004-5381,6497.659
24642,703-004-5398,2587.6128
24643,703-004-5394,4694.2075
24644,703-004-5383,2551.0752
24645,207-008-2398,2505.9211
24646,703-004-5386,209.44417
24647,703-004-5396,6125.3906
24648,703-004-5386,7152.961
24649,207-008-2399,9920.56
2465,207-008-2398,9332.984
24650,207-008-2399,5919.667
24651,703-004-5398,7339.133
24652,703-004-5398,9549.263
24653,703-004-5395,846.93787
24654,703-004-5380,4589.8403
24655,703-004-5382,832.24835
24656,703-004-5391,2677.3857
24657,703-004-5399,115.04531
24658,703-004-5394,3009.4182
24659,703-004-5396,9282.616
2466,703-004-5384,5673.7334
24660,703-004-5394,5105.2476
24661,703-004-5386,3667.3206
24662,703-004-5390,2505.963
24663,207-008-2398,6197.342
24664,703-004-5390,5751.699
24665,703-004-5389,8848.363
24666,703-004-5397,9875.27
24667,703-004-5381,5959.0557
24668,703-004-5385,4177.997
24669,703-004-5381,3057.5479
2467,703-004-5396,6458.297
24670,207-008-2399,3120.5981
24671,703-004-5394,2359.273
24672,703-004-5383,992.651
24673,703-004-5380,82.23235
24674,703-004-5390,6528.602
24675,703-004-5391,9484.953
24676,703-004-5387,6126.617
24677,703-004-5386,7882.241
24678,703-004-5390,5989.6147
24679,207-008-2399,5982.505
2468,703-004-5391,327.18658
24680,703-004-5387,7498.7783
24681,703-004-5393,8205.905
24682,703-004-5392,9007.375
24683,703-004-5383,3747.0967
24684,207-008-2398,6602.483
24685,703-004-5389,2417.2097
24686,703-004-5384,5476.2354
24687,703-004-5384,777.8448
24688,703-004-5383,3994.6758
24689,703-004-5396,7098.237
2469,703-004-5399,5241.8945
24690,703-004-5383,8008.9053
24691,703-004-5397,5362.3486
24692,703-004-5381,7936.8657
24693,703-004-5397,9477.77
24694,703-004-5384,9764.6
24695,207-008-2399,593.9674
24696,703-004-5380,5937.9272
24697,703-004-5396,6606.635
24698,703-004-5383,8145.2476
24699,703-004-5388,1648.2091
247,703-004-5395,6589.1426
2470,703-004-5389,992.1157
24700,703-004-5388,6323.8237
24701,703-004-5393,9553.75
24702,703-004-5385,948.50836
24703,703-004-5385,8648.056
24704,703-004-5385,3246.6804
24705,703-004-5397,2098.308
24706,703-004-5391,2568.3862
24707,703-004-5399,414.0121
24708,703-004-5382,6385.0312
24709,703-004-5398,8418.235
2471,703-004-5381,2344.169
24710,703-004-5397,4961.5747
24711,703-004-5384,4913.693
24712,703-004-5397,2665.5317
24713,703-004-5394,4820.013
24714,703-004-5390,2993.067
24715,703-004-5389,2115.242
24716,703-004-5397,7458.0337
24717,207-008-2399,349.2266
24718,703-004-5387,954.2364
24719,703-004-5389,8166.565
2472,703-004-5394,2490.35
24720,703-004-5397,5570.667
24721,703-004-5383,126.10614
24722,703-004-5385,7089.549
24723,703-004-5396,954.9606
24724,703-004-5392,1227.1947
24725,703-004-5397,7596.3794
24726,703-004-5391,2904.61
24727,703-004-5398,4629.0835
24728,207-008-2399,9457.952
24729,703-004-5394,7969.8096
2473,703-004-5380,6296.4165
24730,703-004-5382,4990.6006
24731,703-004-5381,8663.234
24732,703-004-5383,6283.804
24733,703-004-5388,6247.9253
24734,703-004-5386,3274.9373
24735,703-004-5381,7269.967
24736,703-004-5393,6689.9473
24737,703-004-5390,5992.119
24738,703-004-5387,5880.782
24739,703-004-5392,2857.5085
2474,703-004-5386,7974.802
24740,703-004-5390,6776.2314
24741,703-004-5387,1928.522
24742,703-004-5394,8191.3506
24743,703-004-5397,8106.9604
24744,703-004-5387,7292.685
24745,703-004-5399,1510.7942
24746,703-004-5397,1708.8413
24747,703-004-5384,1914.5018
24748,703-004-5393,9202.418
24749,703-004-5385,4776.847
2475,703-004-5381,809.4531
24750,703-004-5394,5954.0474
24751,207-008-2399,8676.277
24752,703-004-5386,5077.7705
24753,703-004-5398,2618.6902
24754,703-004-5397,8165.2476
24755,703-004-5384,4592.96
24756,703-004-5395,7805.9434
24757,703-004-5388,5940.16
24758,703-004-5393,714.8176
24759,207-008-2399,7976.4087
2476,703-004-5388,9108.065
24760,207-008-2398,1828.1198
24761,703-004-5396,5158.2573
24762,703-004-5392,4399.5913
24763,703-004-5399,3146.1804
24764,703-004-5387,7796.917
24765,703-004-5394,9278.16
24766,703-004-5382,409.81412
24767,703-004-5381,1915.9514
24768,703-004-5397,8649.447
24769,703-004-5380,834.20514
2477,207-008-2398,1866.4307
24770,703-004-5394,7013.411
24771,703-004-5384,5946.54
24772,703-004-5393,8635.066
24773,703-004-5396,169.79575
24774,703-004-5395,9148.042
24775,703-004-5395,9934.041
24776,703-004-5396,8703.63
24777,703-004-5389,2752.66
24778,703-004-5391,5675.807
24779,703-004-5398,3575.4675
2478,703-004-5382,3680.0205
24780,207-008-2398,848.70636
24781,703-004-5394,1323.9193
24782,703-004-5389,2880.9656
24783,703-004-5384,891.79395
24784,703-004-5385,1474.5879
24785,703-004-5395,546.57697
24786,703-004-5394,1850.642
24787,703-004-5382,4080.0215
24788,207-008-2398,4754.292
24789,703-004-5380,2605.1533
2479,703-004-5398,1411.1603
24790,703-004-5383,8569.368
24791,703-004-5396,9053.148
24792,703-004-5385,5452.895
24793,703-004-5380,2813.0251
24794,703-004-5380,7901.126
24795,703-004-5395,2811.2073
24796,703-004-5398,8636.832
24797,703-004-5386,4006.9683
24798,207-008-2398,9210.048
24799,703-004-5397,1378.29
248,703-004-5389,2968.1384
2480,703-004-5386,8911.407
24800,703-004-5383,481.07623
24801,703-004-5395,7545.669
24802,703-004-5386,4168.159
24803,703-004-5386,6856.986
24804,703-004-5393,3080.0403
24805,207-008-2399,1262.8031
24806,703-004-5386,5762.997
24807,703-004-5380,2255.317
24808,703-004-5391,9302.932
24809,207-008-2398,898.55316
2481,703-004-5394,7923.376
24810,703-004-5396,8284.184
24811,703-004-5398,6325.7646
24812,703-004-5381,3779.956
24813,703-004-5396,7813.188
24814,207-008-2399,4462.993
24815,207-008-2398,6875.1265
24816,703-004-5392,8718.822
24817,703-004-5398,446.7386
24818,207-008-2398,124.35555
24819,703-004-5389,662.15576
2482,703-004-5380,5056.563
24820,703-004-5382,5439.3765
24821,703-004-5382,3329.6758
24822,703-004-5394,450.22726
24823,703-004-5390,8321.212
24824,703-004-5385,9869.975
24825,703-004-5389,5230.5693
24826,207-008-2399,8374.577
24827,703-004-5391,5429.0938
24828,703-004-5389,2878.554
24829,703-004-5387,137.46143
2483,703-004-5386,4490.2134
24830,703-004-5394,8967.367
24831,703-004-5392,3763.4934
24832,703-004-5382,2181.8005
24833,703-004-5392,4128.7744
24834,703-004-5390,8865.929
24835,703-004-5394,2232.0056
24836,703-004-5392,4633.297
24837,703-004-5395,2477.2896
24838,703-004-5395,2191.4966
24839,703-004-5395,7057.674
2484,703-004-5399,2735.4473
24840,703-004-5390,1225.2855
24841,703-004-5397,6956.109
24842,207-008-2399,2226.4766
24843,703-004-5382,3313.9385
24844,703-004-5384,8584.215
24845,703-004-5397,5258.972
24846,703-004-5394,8034.686
24847,703-004-5387,1636.2941
24848,703-004-5385,7598.101
24849,703-004-5384,9340.385
2485,703-004-5392,3536.3315
24850,703-004-5387,5629.2017
24851,703-004-5382,8801.352
24852,207-008-2398,612.88776
24853,703-004-5382,6787.9834
24854,703-004-5381,5764.3677
24855,703-004-5384,8950.122
24856,703-004-5388,5080.1587
24857,703-004-5385,2474.3594
24858,703-004-5386,3237.686
24859,703-004-5396,3010.3838
2486,703-004-5393,4209.551
24860,207-008-2398,6228.7407
24861,703-004-5382,9520.053
24862,703-004-5382,4144.042
24863,703-004-5399,9492.616
24864,703-004-5392,4695.5005
24865,703-004-5394,6921.9756
24866,207-008-2399,5283.631
24867,703-004-5399,122.14303
24868,207-008-2399,7220.232
24869,703-004-5386,5183.544
2487,703-004-5396,7500.6562
24870,703-004-5380,8019.418
24871,703-004-5383,724.5767
24872,703-004-5383,2900.9236
24873,703-004-5381,1200.4805
24874,703-004-5398,148.2159
24875,703-004-5389,851.9864
24876,703-004-5381,212.42738
24877,703-004-5386,9209.919
24878,703-004-5394,628.5828
24879,703-004-5386,8822.733
2488,703-004-5399,931.11694
24880,703-004-5393,491.22394
24881,703-004-5387,4111.9165
24882,703-004-5391,7616.48
24883,703-004-5383,6447.4272
24884,703-004-5384,2422.1748
24885,703-004-5384,1016.1704
24886,703-004-5397,3636.4138
24887,703-004-5395,3958.7046
24888,207-008-2399,4957.106
24889,703-004-5384,5547.5425
2489,703-004-5389,4709.2637
24890,207-008-2398,4165.105
24891,703-004-5386,5986.1577
24892,703-004-5389,3563.0679
24893,703-004-5384,9901.107
24894,207-008-2399,9205.753
24895,703-004-5397,1488.6927
24896,703-004-5387,6651.607
24897,703-004-5396,324.26596
24898,703-004-5394,5114.636
24899,703-004-5380,8169.7847
249,703-004-5384,6337.394
2490,703-004-5383,4854.647
24900,703-004-5399,4427.7896
24901,703-004-5380,4644.4434
24902,703-004-5382,1035.6444
24903,703-004-5382,1822.9747
24904,703-004-5395,2760.2148
24905,703-004-5396,4255.2905
24906,703-004-5389,6726.555
24907,703-004-5391,1611.6827
24908,703-004-5388,8631.734
24909,703-004-5386,1334.824
2491,703-004-5397,6082.3037
24910,703-004-5386,3653.122
24911,703-004-5398,7018.313
24912,703-004-5382,6486.1216
24913,703-004-5392,5584.8496
24914,703-004-5394,5588.0127
24915,703-004-5389,47.15681
24916,703-004-5380,9298.554
24917,703-004-5393,4886.4746
24918,703-004-5399,7382.0903
24919,703-004-5387,4344.534
2492,703-004-5395,9482.347
24920,207-008-2398,4869.306
24921,703-004-5382,6387.3345
24922,703-004-5395,7727.909
24923,703-004-5398,6826.174
24924,703-004-5390,8346.187
24925,703-004-5390,9226.003
24926,703-004-5390,8587.9375
24927,703-004-5397,2884.5454
24928,207-008-2399,7447.488
24929,703-004-5387,1995.7072
2493,703-004-5396,8705.564
24930,703-004-5387,5891.883
24931,703-004-5397,2880.3164
24932,703-004-5392,5695.229
24933,703-004-5388,4321.5977
24934,703-004-5382,1630.0977
24935,703-004-5381,6438.19
24936,207-008-2399,7085.139
24937,703-004-5383,1721.9246
24938,703-004-5394,9632.039
24939,703-004-5387,4523.8477
2494,703-004-5395,6703.012
24940,703-004-5392,4478.7954
24941,703-004-5396,9640.825
24942,703-004-5397,1147.207
24943,703-004-5383,9720.052
24944,703-004-5383,1395.8573
24945,703-004-5395,4869.0303
24946,703-004-5381,2256.9036
24947,703-004-5398,664.5316
24948,207-008-2399,2771.8318
24949,703-004-5390,5906.6694
2495,703-004-5390,9773.06
24950,703-004-5394,7842.478
24951,703-004-5397,3594.5952
24952,703-004-5399,7525.257
24953,703-004-5394,4001.7163
24954,703-004-5386,3831.6184
24955,703-004-5393,7222.609
24956,703-004-5394,9906.55
24957,703-004-5398,4001.6526
24958,207-008-2398,4942.0547
24959,703-004-5386,5291.2544
2496,703-004-5380,654.29034
24960,703-004-5391,6444.899
24961,207-008-2398,9965.408
24962,703-004-5383,4534.2866
24963,703-004-5395,3396.0366
24964,703-004-5391,6316.817
24965,703-004-5399,2789.5337
24966,703-004-5386,5615.586
24967,703-004-5382,82.84569
24968,703-004-5393,4825.4375
24969,703-004-5382,4039.092
2497,703-004-5381,5546.4053
24970,207-008-2399,4818.719
24971,703-004-5399,591.2727
24972,703-004-5380,6013.507
24973,703-004-5399,78.04155
24974,703-004-5380,8639.989
24975,703-004-5381,233.97089
24976,703-004-5380,9814.17
24977,703-004-5387,9726.995
24978,703-004-5387,609.99396
24979,703-004-5395,7033.4067
2498,207-008-2398,4470.887
24980,703-004-5396,5464.2686
24981,703-004-5396,8812.36
24982,207-008-2399,2699.8926
24983,207-008-2399,7294.7305
24984,703-004-5398,700.8243
24985,703-004-5397,1333.4108
24986,703-004-5392,3572.8425
24987,703-004-5393,3650.1384
24988,703-004-5385,6061.055
24989,703-004-5399,9898.972
2499,703-004-5384,6532.649
24990,703-004-5383,1151.9319
24991,703-004-5385,1532.4861
24992,703-004-5385,3728.2312
24993,703-004-5380,6234.903
24994,703-004-5396,2561.3188
24995,703-004-5393,1175.1193
24996,703-004-5399,8215.567
24997,703-004-5392,6233.259
24998,703-004-5395,4706.0547
24999,703-004-5387,5245.3076
25,207-008-2398,4855.8877
250,703-004-5388,8959.843
2500,703-004-5394,8192.476
25000,207-008-2398,1346.8528
25001,703-004-5390,3277.5015
25002,703-004-5386,8536.887
25003,703-004-5389,5449.3413
25004,703-004-5387,7363.276
25005,703-004-5396,351.97018
25006,207-008-2398,3491.5305
25007,207-008-2398,8550.818
25008,703-004-5393,9411.617
25009,703-004-5382,7067.398
2501,703-004-5394,2777.588
25010,703-004-5398,9990.43
25011,703-004-5395,1396.1488
25012,207-008-2398,2268.102
25013,703-004-5391,6357.992
25014,703-004-5395,940.32764
25015,703-004-5387,4091.3887
25016,703-004-5392,4507.862
25017,703-004-5380,9432.156
25018,703-004-5397,7663.0537
25019,703-004-5395,8100.9536
2502,703-004-5399,9656.2
25020,703-004-5382,9879.304
25021,703-004-5382,1091.7043
25022,703-004-5396,9563.346
25023,703-004-5384,183.80225
25024,207-008-2398,6645.441
25025,703-004-5387,2663.9568
25026,703-004-5387,8155.285
25027,703-004-5389,7212.243
25028,703-004-5397,5314.4717
25029,703-004-5382,1010.85425
2503,703-004-5385,8410.812
25030,703-004-5387,6574.0176
25031,703-004-5395,8080.5684
25032,703-004-5396,2240.5583
25033,703-004-5392,4185.862
25034,703-004-5385,797.1334
25035,703-004-5389,2526.4895
25036,703-004-5394,1885.3319
25037,703-004-5386,2693.1697
25038,703-004-5392,6404.422
25039,703-004-5386,9826.648
2504,703-004-5393,8305.212
25040,703-004-5398,883.3909
25041,703-004-5396,2235.2456
25042,703-004-5398,8995.638
25043,703-004-5386,1718.126
25044,703-004-5385,3776.9526
25045,703-004-5396,9758.435
25046,703-004-5384,6605.003
25047,703-004-5386,7702.4688
25048,703-004-5383,3676.657
25049,703-004-5381,7277.189
2505,207-008-2399,8564.839
25050,703-004-5391,3666.0134
25051,703-004-5391,1169.4199
25052,207-008-2399,329.19824
25053,703-004-5398,8416.466
25054,703-004-5381,5741.845
25055,703-004-5396,2458.7148
25056,703-004-5383,6874.2563
25057,703-004-5399,8526.347
25058,703-004-5388,5016.461
25059,703-004-5389,4975.2573
2506,207-008-2398,9531.298
25060,703-004-5393,2409.2341
25061,703-004-5395,5994.9126
25062,703-004-5393,581.44867
25063,703-004-5386,4350.8687
25064,703-004-5387,4016.1257
25065,703-004-5396,856.9461
25066,703-004-5397,8926.805
25067,703-004-5399,221.15051
25068,703-004-5381,5213.378
25069,703-004-5394,9451.26
2507,703-004-5383,9253.7
25070,703-004-5396,5937.6167
25071,703-004-5381,9594.744
25298,703-004-5396,7306.7065
25299,703-004-5396,3947.739
253,703-004-5395,1557.2173
2530,703-004-5382,544.8997
25300,703-004-5380,4231.7007
25301,703-004-5384,6074.653
25302,703-004-5398,3252.1384
25303,703-004-5398,1766.3646
25304,703-004-5385,2583.7583
25305,703-004-5395,3384.4329
25306,703-004-5388,5569.71
25307,703-004-5393,8149.903
25308,703-004-5386,1349.8354
25309,703-004-5387,6533.238
2531,703-004-5384,7844.0664
25310,703-004-5387,5790.919
25311,703-004-5388,4588.576
25312,703-004-5382,2594.365
25313,703-004-5393,3635.9565
25314,703-004-5381,6594.8223
25315,207-008-2398,3552.7117
25316,703-004-5392,2074.5737
25317,703-004-5392,5670.7065
25318,703-004-5393,2678.845
25319,703-004-5383,8973.591
2532,207-008-2399,7274.1357
25320,703-004-5394,4399.786
25321,703-004-5387,204.42188
25322,703-004-5389,1051.0612
25323,703-004-5396,8866.824
25324,703-004-5388,9141.02
25325,703-004-5398,2271.8918
25326,703-004-5385,7009.4507
25327,703-004-5391,356.02332
25328,703-004-5397,7740.7837
25329,703-004-5388,7479.756
2533,703-004-5382,5736.51
25330,703-004-5386,1308.4019
25331,703-004-5392,5646.0977
25332,703-004-5389,9718.617
25333,703-004-5392,3074.9053
25334,703-004-5394,298.32364
25335,703-004-5384,5072.548
25336,703-004-5394,6682.339
25337,703-004-5386,5174.453
25338,703-004-5398,4685.1353
25339,703-004-5391,3649.1865
2534,703-004-5398,2174.1611
25340,703-004-5380,3292.3413
25341,207-008-2399,2169.0042
25342,207-008-2398,9024.979
25343,703-004-5388,1217.106
25344,703-004-5395,2949.3284
25345,703-004-5391,5986.232
25346,703-004-5388,1097.3871
25347,703-004-5380,410.30765
25348,207-008-2399,1559.2938
25349,703-004-5386,7585.144
2535,703-004-5398,9906.807
25350,703-004-5380,5888.1377
25351,207-008-2398,1137.3062
25352,703-004-5386,9022.456
25353,703-004-5394,8346.542
25354,703-004-5383,8592.441
25355,703-004-5383,3180.2737
25356,703-004-5386,7856.7217
25357,703-004-5396,2577.9802
25358,703-004-5390,9942.683
25359,703-004-5399,5560.906
2536,207-008-2398,291.7403
25360,703-004-5395,7556.7744
25361,703-004-5399,4890.1455
25362,703-004-5384,9371.332
25363,703-004-5395,6361.035
25364,703-004-5397,5.415082
25365,703-004-5396,6941.058
25366,703-004-5387,5949.996
25367,703-004-5392,6895.0913
25368,703-004-5398,8381.103
25369,703-004-5394,8740.982
2537,703-004-5395,5957.406
25370,703-004-5387,811.8171
25371,703-004-5391,3430.5125
25372,703-004-5381,5553.44
25373,703-004-5390,952.60205
25374,207-008-2398,3315.3623
25375,703-004-5385,6755.3525
25376,703-004-5388,1852.246
25377,703-004-5381,5741.638
25378,703-004-5392,9428.592
25379,207-008-2398,1814.785
2538,703-004-5395,1490.3456
25380,703-004-5389,6373.0703
25381,703-004-5387,6370.1655
25382,703-004-5387,668.2175
25383,703-004-5381,8462.837
25384,207-008-2399,7321.22
25385,703-004-5396,5451.314
25386,703-004-5387,6009.245
25387,703-004-5395,1266.3687
25388,703-004-5394,3440.4456
25389,703-004-5394,4770.3286
2539,703-004-5387,1522.8278
25390,703-004-5396,8243.499
25391,703-004-5383,6753.957
25392,703-004-5390,1797.4854
25393,703-004-5380,8133.3496
25394,703-004-5394,7167.7417
25395,703-004-5396,9067.385
25396,703-004-5383,6462.2563
25397,207-008-2398,9780.635
25398,703-004-5384,2453.031
25399,703-004-5387,1657.9646
254,703-004-5389,5440.0723
2540,703-004-5381,3830.5127
25400,703-004-5395,8148.4287
25401,703-004-5392,7649.6694
25402,703-004-5385,5676.4116
25403,703-004-5396,4556.7056
25404,207-008-2399,1937.3208
25405,207-008-2398,206.4234
25406,207-008-2398,9445.541
25407,703-004-5389,7920.225
25408,703-004-5393,6127.5
25409,703-004-5399,9592.05
2541,207-008-2399,8197.737
25410,703-004-5398,1681.6127
25411,207-008-2398,9126.059
25412,703-004-5382,668.453
25413,703-004-5397,56.55229
25414,207-008-2398,3514.8757
25415,703-004-5390,2588.786
25416,703-004-5398,8558.878
25417,703-004-5386,7331.176
25418,703-004-5388,7331.181
25419,703-004-5381,6348.5234
2542,703-004-5386,4861.5493
25420,703-004-5387,6006.954
25421,703-004-5387,7776.421
25422,703-004-5398,2166.3904
25423,703-004-5393,9771.162
25424,703-004-5398,6328.3574
25425,207-008-2399,4075.0068
25426,703-004-5383,6384.993
25427,207-008-2398,739.23706
25428,703-004-5384,9057.46
25429,703-004-5385,132.65848
2543,703-004-5386,1266.3395
25430,703-004-5394,2395.7258
25431,703-004-5385,7576.665
25432,703-004-5399,66.59031
25433,703-004-5381,5027.195
25434,703-004-5386,2548.2744
25435,703-004-5398,9547.611
25436,703-004-5391,6995.621
25437,703-004-5391,7388.5347
25438,703-004-5383,1255.542
25439,703-004-5382,1917.7312
2544,703-004-5391,6967.314
25440,703-004-5381,7154.0786
25441,703-004-5397,2236.8909
25442,703-004-5387,3161.5388
25443,703-004-5396,6636.737
25444,703-004-5388,886.91534
25445,703-004-5395,662.50323
25446,703-004-5391,4733.428
25447,703-004-5395,143.74196
25448,207-008-2399,5193.0376
25449,207-008-2399,451.9099
2545,703-004-5380,2189.911
25450,703-004-5397,3619.3438
25451,703-004-5395,7515.345
25452,703-004-5388,4443.7754
25453,703-004-5382,2460.701
25454,703-004-5381,6926.053
25455,703-004-5386,6779.564
25456,703-004-5396,9173.69
25457,703-004-5383,9910.327
25458,703-004-5387,6850.9155
25459,703-004-5383,3916.0347
2546,703-004-5383,4331.489
25460,703-004-5398,9821.214
25461,703-004-5393,6036.9985
25462,703-004-5384,4709.587
25463,703-004-5395,1660.9043
25464,703-004-5383,5475.7925
25465,703-004-5383,5682.87
25466,703-004-5395,4905.7607
25467,703-004-5381,8670.661
25468,703-004-5390,4228.546
25469,703-004-5394,5482.01
2547,703-004-5392,9317.655
25470,703-004-5380,3033.797
25471,703-004-5399,3523.9119
25472,703-004-5392,1764.3535
25473,703-004-5380,240.2234
25474,703-004-5392,5281.5723
25475,703-004-5382,6011.4854
25476,703-004-5389,116.75656
25477,703-004-5393,6931.959
25478,703-004-5388,7992.095
25479,703-004-5395,306.49542
2548,703-004-5395,5165.622
25480,703-004-5392,1160.5758
25481,703-004-5395,8533.062
25482,703-004-5394,1838.3682
25483,703-004-5390,2292.2515
25484,703-004-5397,9088.061
25485,703-004-5384,1155.6083
25486,703-004-5387,3335.4873
25487,703-004-5382,9778.399
25488,703-004-5388,5999.1836
25489,703-004-5395,5329.809
2549,703-004-5389,3906.5688
25490,703-004-5381,8048.6484
25491,703-004-5399,4462.764
25492,703-004-5391,8035.87
25493,703-004-5384,2037.7028
25494,703-004-5385,1403.221
25495,207-008-2399,1675.6714
25496,703-004-5395,9331.068
25497,703-004-5391,7021.972
25498,703-004-5391,5841.827
25499,703-004-5380,9267.112
255,703-004-5389,8431.875
2550,703-004-5387,1810.8488
25500,703-004-5382,6053.445
25501,703-004-5380,363.52933
25502,703-004-5393,1272.8613
25503,703-004-5395,3316.1074
25504,703-004-5383,9550.047
25505,703-004-5391,2061.6555
25506,703-004-5381,8722.238
25507,703-004-5388,2548.7888
25508,703-004-5388,2972.6917
25509,703-004-5390,3853.4595
2551,703-004-5380,5514.4043
25510,703-004-5399,9957.302
25511,703-004-5380,5905.1597
25512,703-004-5393,6109.087
25513,703-004-5384,9179.472
25514,703-004-5393,5730.456
25515,703-004-5392,8171.746
25516,703-004-5395,2890.777
25517,703-004-5381,8696.539
25518,703-004-5385,6962.177
25519,703-004-5393,5018.264
2552,703-004-5398,2643.4028
25520,703-004-5381,1099.0471
25521,207-008-2398,1022.6399
25522,207-008-2399,5911.237
25523,703-004-5397,6199.219
25524,703-004-5393,2948.2043
25525,703-004-5391,4458.9395
25526,703-004-5385,1758.0408
25527,703-004-5397,2856.4895
25528,703-004-5388,469.0677
25529,207-008-2399,9085.033
2553,703-004-5399,7480.0366
25530,703-004-5385,8224.394
25531,703-004-5397,1190.8668
25532,703-004-5391,5700.4956
25533,703-004-5397,433.3538
25534,703-004-5389,8344.883
25535,703-004-5386,1310.0529
25536,703-004-5383,1272.1348
25537,703-004-5387,8143.996
25538,703-004-5391,7394.183
25539,703-004-5399,2619.645
2554,703-004-5396,8867.534
25540,703-004-5389,4332.8857
25541,703-004-5384,7910.8223
25542,703-004-5394,8298.329
25543,703-004-5392,5097.2817
25544,703-004-5381,2806.7268
25545,703-004-5383,7421.924
25546,207-008-2398,3251.5364
25547,703-004-5393,4022.4463
25548,703-004-5388,5840.3706
25549,703-004-5383,8601.918
2555,703-004-5389,8268.943
25550,703-004-5387,5457.0156
25551,703-004-5394,6979.6357
25552,703-004-5380,8208.798
